id,balance_time,LTV_time,interest_rate_time,rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,status_time
21048,148170.92,90.97189507,2.625,4.34,189.82,2.836358176,5.7,0,0,0,0,148800,742,80,6.625,216.77,0
21041,129595.03,77.28171956,5.75,4.34,189.82,2.836358176,5.7,0,0,1,0,153200,764,80,5.75,216.77,0
21038,74959.49,77.81998567,6.375,4.34,189.82,2.836358176,5.7,0,0,1,0,88000,756,80,6.375,216.77,0
21037,85209.26,77.84558546,6,4.34,189.82,2.836358176,5.7,0,0,1,0,100000,783,80,6,216.77,0
21033,37010.41,60.37860361,6.5,4.34,189.82,2.836358176,5.7,0,0,0,0,67900,735,97,6.5,216.77,0
21031,301820.84,58.94702136,5.375,4.34,189.82,2.836358176,5.7,0,0,1,0,359600,683,61.5,5.375,216.77,0
21027,57593.57,76.47733697,5.875,4.34,189.82,2.836358176,5.7,0,0,1,0,68800,738,80,5.875,216.77,0
21021,264970,78.55909624,6.125,4.34,189.82,2.836358176,5.7,0,0,1,0,265000,678,68.8,6.125,216.77,0
21010,183342.36,96.03760212,2.625,3.94,189.82,2.836358176,5.7,0,0,0,0,188000,665,89.5,6.5,208.86,0
21006,12662.8,34.83237288,5.75,3.94,189.82,2.836358176,5.7,0,0,0,0,28000,608,70,5.75,208.86,0
21002,151998.79,71.15519337,7.25,3.94,189.82,2.836358176,5.7,0,0,1,1,165000,674,70.2,7.25,208.86,0
21001,565772.51,85.87653676,6,3.94,189.82,2.836358176,5.7,0,0,0,0,567600,689,78.3,6,208.86,0
21000,346849.99,82.52291407,7.25,3.94,189.82,2.836358176,5.7,1,0,0,0,346850,716,75,7.25,208.86,0
20999,97916.17,59.8646903,6.125,3.94,189.82,2.836358176,5.7,0,0,1,1,115000,794,63.9,6.125,208.86,0
20998,213757.95,64.41574236,6.75,3.94,189.82,2.836358176,5.7,0,0,0,1,245000,700,67.1,6.75,208.86,0
20997,63585,61.87987048,7.875,3.94,189.82,2.836358176,5.7,0,0,0,0,90450,754,80,7.875,208.86,0
20982,76164.5,69.24513165,6,4.5,189.82,2.836358176,5.7,1,0,0,0,90500,773,78.4,6,199.21,0
20980,48689.61,38.16145152,5.625,4.5,189.82,2.836358176,5.7,0,0,1,1,107120,778,80,5.625,199.21,0
20978,262001.93,90.1516786,6.75,4.5,189.82,2.836358176,5.7,0,0,1,0,305000,802,100,6.75,199.21,0
20975,245586.12,51.54695076,5.375,4.5,189.82,2.836358176,5.7,0,1,0,1,300000,775,60,5.375,199.21,0
20970,241438.26,61.05583321,6.625,4.5,189.82,2.836358176,5.7,0,0,0,1,290500,677,70,6.625,199.21,0
20969,392290.07,66.94241343,5.875,4.5,189.82,2.836358176,5.7,0,0,1,0,492000,769,80,5.875,199.21,0
20968,241500.39,56.32153583,5.875,4.5,189.82,2.836358176,5.7,0,0,1,0,360000,751,80,5.875,199.21,0
20967,389546.68,63.40033761,2,4.5,189.82,2.836358176,5.7,0,0,0,0,460400,757,71.4,0,199.21,0
20965,120528.37,62.98205062,7.5,4.24,189.82,2.836358176,5.7,1,0,0,0,154000,675,79.8,7.5,191.42,0
20945,413863.23,69.26078236,6.125,3.94,189.82,2.836358176,5.7,0,0,1,0,417500,667,63.5,6.125,208.86,0
20944,648158.05,85.90978443,3.625,3.94,189.82,2.836358176,5.7,0,1,0,0,650000,727,78.3,5.5,208.86,0
20937,150647.52,73.29567737,7,4.34,187.2,2.556051733,6.2,0,0,0,1,166600,671,70,7,216.77,0
20933,237945.65,83.60872819,2.625,4.34,189.82,2.836358176,5.7,0,0,0,0,260000,743,80,5.75,216.77,0
20916,62620.49,67.92711231,6.375,4.24,189.82,2.836358176,5.7,0,0,1,1,74000,702,79.6,6.375,191.42,0
20909,87375.03,51.95672547,6.75,3.54,189.82,2.836358176,5.7,0,1,0,1,106100,754,80,6.75,149.7,0
20895,145200,88.02444421,3.875,3.94,189.82,2.836358176,5.7,0,0,1,0,145200,704,80,5.5,208.86,0
20891,151156.27,87.99898582,3.875,3.94,189.82,2.836358176,5.7,1,0,0,1,151200,796,80,6.625,208.86,0
20888,96632.26,91.65949331,3.875,3.94,189.82,2.836358176,5.7,0,0,1,0,116000,733,100,7.625,208.86,0
20886,291889.1,87.75060041,3.125,3.94,189.82,2.836358176,5.7,0,0,0,0,292800,707,80,6,208.86,0
20885,305740.07,83.00209639,3.125,3.94,189.82,2.836358176,5.7,0,0,0,0,324240,642,80,6,208.86,0
20883,366393.6,85.7755133,2.625,3.94,189.82,2.836358176,5.7,0,0,1,0,376000,726,80,5.75,208.86,0
20874,145372.49,89.1109515,6.375,3.94,189.82,2.836358176,5.7,0,0,1,0,170525,774,95,6.375,208.86,0
20871,521973.22,76.57733764,3,3.94,189.82,2.836358176,5.7,0,1,0,0,600000,758,80,5.25,208.86,0
20870,23729.83,69.36188301,6.75,4.24,189.82,2.836358176,5.7,0,0,1,1,31050,745,90,6.75,191.42,0
20869,76605.68,64.37616016,6.5,4.24,189.82,2.836358176,5.7,0,0,0,1,90000,657,75,6.5,191.42,0
20868,64143.05,62.83560809,5.75,4.24,189.82,2.836358176,5.7,0,0,1,0,77000,698,74.8,5.75,191.42,0
20867,164593.34,68.87166121,6.625,4.24,189.82,2.836358176,5.7,0,0,1,0,192800,718,80,6.625,191.42,0
20861,128699.54,68.66897001,6.5,4.24,189.82,2.836358176,5.7,0,0,0,1,151200,700,80,6.5,191.42,0
20858,101191.74,67.57926426,5.875,4.24,189.82,2.836358176,5.7,0,0,1,0,120800,720,80,5.875,191.42,0
20854,63880.08,68.53034854,6.5,4.24,189.82,2.836358176,5.7,0,0,0,1,75200,750,80,6.5,191.42,0
20846,200373.6,67.5794504,5.875,4.24,189.82,2.836358176,5.7,0,0,1,0,239200,736,80,5.875,191.42,0
20835,99884.49,60.31522166,5.75,4.24,189.82,2.836358176,5.7,0,0,1,0,133600,686,80,5.75,191.42,0
20831,73218.87,67.12366786,5.875,4.24,189.82,2.836358176,5.7,0,0,1,0,88000,762,80,5.875,191.42,0
20829,45468.46,68.94994794,6.75,4.24,189.82,2.836358176,5.7,0,0,1,1,53200,773,80,6.75,191.42,0
20814,64330.8,67.57609038,6.25,4.24,189.82,2.836358176,5.7,0,0,1,1,76800,691,80,6.25,191.42,0
20812,80246.41,67.01681991,5.75,4.24,189.82,2.836358176,5.7,0,0,1,1,96600,774,80,5.75,191.42,0
20811,104835.71,66.49017245,6,4.24,189.82,2.836358176,5.7,0,1,0,0,127200,755,80,6,191.42,0
20806,276669.8,47.65689552,5.625,4.24,189.82,2.836358176,5.7,0,0,1,0,333700,700,57,5.625,191.42,0
20797,130454.46,64.17271493,6.25,4.24,189.82,2.836358176,5.7,0,0,0,1,159900,706,78,6.25,191.42,0
20786,33141.93,64.27170113,6.25,4.24,189.82,2.836358176,5.7,0,0,1,1,41600,735,80,6.25,191.42,0
20785,60369.03,34.78736163,5.375,4.24,189.82,2.836358176,5.7,0,0,1,1,140000,801,80,5.375,191.42,0
20781,202534.05,64.74972066,5.875,4.14,189.82,2.836358176,5.7,0,0,1,0,246400,689,80,5.875,186.91,0
20779,69010.41,45.9419306,5.75,4.86,189.82,2.836358176,5.7,0,0,1,0,81000,500,77.1,5.75,132.76,0
20773,145116.32,41.77700647,5.875,3.54,189.82,2.836358176,5.7,1,0,0,0,246000,683,89.8,5.875,149.7,0
20754,49248.35,28.82323767,5.25,4.34,189.82,2.836358176,5.7,0,0,0,1,120000,692,61.5,5.25,216.77,0
20749,192007.15,50.9675527,6.25,4.34,189.82,2.836358176,5.7,0,0,0,1,225000,706,52.3,6.25,216.77,0
20745,217348.22,95.83265766,7.375,4.34,189.82,2.836358176,5.7,0,0,0,0,246050,673,95,7.375,216.77,0
20743,267428.6,67.86604575,6.25,4.34,189.82,2.836358176,5.7,0,0,0,0,315000,711,70,6.25,216.77,0
20739,185598.09,71.84700933,2.25,4.34,189.82,2.836358176,5.7,0,0,0,0,206500,685,70,2.25,216.77,0
20738,154000,79.93836266,6,4.34,189.82,2.836358176,5.7,0,0,0,1,154000,715,70,6,216.77,0
20729,91145.37,76.44362178,3.875,3.86,189.82,2.836358176,5.7,0,0,1,0,104626,536,99.2,3.875,167.91,0
20710,55510.21,67.72818795,8.25,3.86,189.82,2.836358176,5.7,1,0,0,0,74675,638,103,8.25,167.91,0
20693,54125.5,66.60173905,8.125,3.86,189.82,2.836358176,5.7,0,0,1,0,71312,595,99.2,8.125,167.91,0
20687,401841.45,95.81723745,2,4.59,189.82,2.836358176,5.7,0,0,1,0,423000,661,90,0,212.73,0
20680,125279.12,59.17542568,7.8,4.65,189.82,2.836358176,5.7,0,0,0,0,196000,660,80,7.8,219.67,0
20679,553152.77,66.46551734,6.25,4.71,189.82,2.836358176,5.7,0,0,1,0,625000,707,64.1,6.25,222.39,0
20677,144333.18,91.40453374,7,4.71,189.82,2.836358176,5.7,1,0,0,0,148000,748,80,7,222.39,0
20676,426687.23,78.10933802,7,4.71,189.82,2.836358176,5.7,0,0,0,1,448000,689,70,7,222.39,0
20674,409477.98,112.000305,6.875,4.71,154.87,1.639154926,9.1,0,1,0,0,420000,704,80,6.875,222.39,0
20673,350274.03,78.42065947,6.875,4.71,189.82,2.836358176,5.7,0,1,0,0,392475,643,75,6.875,222.39,0
20672,56354.73,13.20485555,6.875,4.71,189.82,2.836358176,5.7,0,0,0,0,400000,696,80,6.875,222.39,0
20668,114595,25.5879235,7.125,4.71,189.82,2.836358176,5.7,0,0,0,0,382500,644,72.9,7.125,222.39,0
20664,68146.34,62.97616624,6.5,5.15,189.82,2.836358176,5.7,0,0,1,1,77400,756,60,6.5,226.29,0
20661,388439.15,67.92372237,6.75,4.71,189.82,2.836358176,5.7,0,0,0,0,536000,730,80,6.75,222.39,0
20656,415428.03,54.74901986,6,4.64,189.82,2.836358176,5.7,0,0,1,0,485000,715,53.9,6,225.1,0
20649,56679.83,86.17225586,8.75,4.64,189.82,2.836358176,5.7,0,0,0,1,62400,687,80,8.75,225.1,0
20646,66116.47,82.53146969,7.375,4.64,189.82,2.836358176,5.7,0,0,1,1,76000,788,80,7.375,225.1,0
20643,206758.25,54.63435655,6.875,5.15,189.82,2.836358176,5.7,0,0,0,1,235500,656,52.2,6.875,226.29,0
20639,525402.64,65.55774964,6.75,5.15,189.82,2.836358176,5.7,0,0,0,1,600000,697,62.8,6.75,226.29,0
20638,66948.98,44.67728358,6.375,5.15,189.82,2.836358176,5.7,0,0,1,1,92000,704,51.5,6.375,226.29,0
20636,115995.54,66.80274969,6.125,5.15,189.82,2.836358176,5.7,0,1,0,1,134550,742,65,6.125,226.29,0
20585,527047.27,84.97230315,6.125,5.03,189.82,2.836358176,5.7,0,0,1,0,532000,711,74.9,6.125,217.37,0
20578,202875.48,94.47520911,6.25,4.65,181.43,1.717052906,6.6,1,0,0,0,208000,719,80,6.25,219.67,0
20577,113681.8,83.76586989,6.75,4.71,189.82,2.836358176,5.7,1,0,0,0,127200,654,80,6.75,222.39,0
20573,90733.89,81.81270661,9,4.71,189.82,2.836358176,5.7,0,0,1,1,98100,719,75.5,9,222.39,0
20563,100897.97,84.49635989,6,4.71,189.82,2.836358176,5.7,0,0,1,0,111920,690,80,6,222.39,0
20561,129139.14,99.53769688,6.875,4.71,189.82,2.836358176,5.7,0,0,1,0,144400,699,95,6.875,222.39,0
20559,25822.57,41.44287625,8.5,4.71,189.82,2.836358176,5.7,1,0,0,0,58400,722,80,8.5,222.39,0
20554,152607.77,63.90399343,6.375,4.71,189.82,2.836358176,5.7,1,0,0,0,155000,684,55.4,6.375,222.39,0
20543,30439.23,15.76273977,7.25,4.64,189.82,2.836358176,5.7,0,0,1,0,183200,646,80,7.25,225.1,0
20541,254008.73,33.63534429,6.875,5.15,189.82,2.836358176,5.7,0,0,1,0,650000,726,72.2,6.875,226.29,0
20538,63509.35,84.24073703,6.75,5.15,189.82,2.836358176,5.7,0,0,1,0,71900,739,80,6.75,226.29,0
20513,113877.13,84.40147891,7.375,4.64,189.82,2.836358176,5.7,0,0,0,1,128000,723,80,7.375,225.1,0
20488,103900,85.47567696,7,5.15,189.82,2.836358176,5.7,0,1,0,1,103900,766,71.7,7,226.29,0
20483,61659.49,101.5549175,7.875,4.64,189.82,2.836358176,5.7,0,0,1,1,64800,736,90,7.875,225.1,0
20481,769778.16,75.03170105,6.875,4.39,189.82,2.836358176,5.7,0,0,0,1,770000,704,64.2,6.875,221.91,0
20473,67166.85,83.93098012,7.875,4.64,189.82,2.836358176,5.7,0,0,1,0,75920,631,80,7.875,225.1,0
20468,313613.73,94.65016286,6.25,5.15,189.82,2.836358176,5.7,0,0,1,0,316000,672,80,6.25,226.29,0
20461,410599.99,70.38627579,5.625,5.15,189.82,2.836358176,5.7,0,0,1,0,411000,800,59.1,5.625,226.29,0
20334,125240.75,86.91992678,6.25,5.03,189.82,2.836358176,5.7,0,0,1,0,132000,784,80,6.25,217.37,0
20333,378112.04,76.63544703,6,5.03,189.82,2.836358176,5.7,0,1,0,0,452000,782,80,6,217.37,0
20330,467454.69,90.47836774,4,4.71,189.82,2.836358176,5.7,0,0,1,0,480000,687,79.3,4,222.39,0
20329,406059.73,82.44111309,6.375,4.65,189.82,2.836358176,5.7,0,0,1,0,456000,650,80,6.375,219.67,0
20326,537697.71,69.91860478,6.25,4.65,189.82,2.836358176,5.7,0,0,1,0,550000,746,61.8,6.25,219.67,0
20323,53097.55,72.33290804,6.625,4.65,189.82,2.836358176,5.7,0,0,1,0,60400,652,71.1,6.625,219.67,0
20322,461381.04,60.09427151,6.625,4.71,189.82,2.836358176,5.7,0,0,1,1,537000,756,59.7,6.625,222.39,0
20320,569046.16,84.79708115,7,5.15,189.82,2.836358176,5.7,0,0,0,1,640000,657,80,7,226.29,0
20314,521454.97,77.805589,6,4.86,189.82,2.836358176,5.7,0,0,1,0,632000,691,80,6,223.75,0
20312,507006.5,69.99638989,5.875,4.39,189.82,2.836358176,5.7,0,0,1,0,592749,797,70,5.875,221.91,0
20304,345459.32,56.08053234,5.75,3.86,189.82,2.836358176,5.7,0,1,0,0,422300,746,77.5,5.75,167.91,0
20302,305399.52,93.72654113,6.375,4.71,189.82,2.836358176,5.7,0,1,0,0,305400,787,80,6.375,222.39,0
20300,507269.67,75.24466565,6.25,4.71,189.82,2.836358176,5.7,0,0,1,0,575000,705,72.8,6.25,222.39,0
20296,526100,82.68663507,6.625,4.71,189.82,2.836358176,5.7,0,0,1,0,530000,761,71.1,6.625,222.39,0
20295,161640.97,106.1959044,7.125,4.64,189.82,2.836358176,5.7,0,0,1,1,180500,696,100,7.125,225.1,0
20294,336978.77,84.60343944,6.375,4.86,189.82,2.836358176,5.7,0,0,1,0,469500,781,100,6.375,223.75,0
20293,111046.48,104.7505921,7.125,4.71,189.82,2.836358176,5.7,0,0,1,0,124200,726,100,7.125,222.39,0
20292,130310.63,58.09879213,6.25,3.83,189.82,2.836358176,5.7,0,0,1,0,168000,781,100,6.25,142.18,0
20291,292712.3,61.10829099,6,3.83,189.82,2.836358176,5.7,0,0,1,0,365500,716,100,6,144.84,0
20290,185372.96,102.2977805,6.25,4.86,189.82,2.836358176,5.7,0,0,1,0,213600,700,100,6.25,223.75,0
20285,519054.97,66.86760561,6.25,3.96,189.82,2.836358176,5.7,0,0,1,0,637000,774,100,6.25,155.77,0
20284,134344.7,59.97198398,6.25,3.83,189.82,2.836358176,5.7,0,0,1,0,167791,726,100,6.25,142.18,0
20280,418000.46,58.57756212,6,4.24,189.82,2.836358176,5.7,0,0,1,0,503000,735,69.9,6,191.42,0
20275,433950.71,67.32438416,5.75,4.24,189.82,2.836358176,5.7,1,0,0,0,520000,789,80,5.75,191.42,0
20272,839633.49,63.41863837,6.125,4.24,189.82,2.836358176,5.7,0,1,0,0,1000000,628,74.9,6.125,191.42,0
20256,399342.19,81.37907003,7.5,5.15,189.82,2.836358176,5.7,0,0,1,0,403650,771,69,7.5,226.29,0
20255,395469.77,65.47932417,2,5.15,189.82,2.836358176,5.7,0,0,0,0,576000,786,80,0,226.29,0
20253,202491.46,90.34737139,2,4.86,189.82,2.836358176,5.7,1,0,0,0,211350,738,80,0,223.75,0
20249,428910.71,82.2198558,6,5.15,189.82,2.836358176,5.7,0,1,0,0,497512,737,80,6,226.29,0
20247,279863.31,62.66614782,2,4.34,189.82,2.836358176,5.7,1,0,0,0,382500,792,75,0,216.77,0
20245,107582.45,84.61226271,6.75,4.86,189.82,2.836358176,5.7,1,0,0,0,119900,620,80,6.75,223.75,0
20239,42814.07,41.32083162,6.875,4.71,189.82,2.836358176,5.7,0,0,1,0,71500,673,58.9,6.875,222.39,0
20235,106895.1,108.9013449,7.25,4.71,189.82,2.836358176,5.7,0,0,1,0,109250,705,95,7.25,222.39,0
20233,46564.36,92.03137565,7,4.64,189.82,2.836358176,5.7,0,0,1,0,52200,666,87,7,225.1,0
20231,118247.72,90.4679196,7.25,4.64,189.82,2.836358176,5.7,0,0,1,0,131750,694,85,7.25,225.1,0
20229,70993.74,84.87255294,7.75,4.71,189.82,2.836358176,5.7,0,0,1,0,78400,670,80,7.75,222.39,0
20228,76292.19,68.57768387,7.125,4.64,189.82,2.836358176,5.7,0,0,1,0,100000,656,75.8,7.125,225.1,0
20223,67103.78,68.01070504,7.25,4.64,189.82,2.836358176,5.7,0,0,1,0,75000,742,64.1,7.25,225.1,0
20222,56187.28,100.9549456,7.25,4.64,189.82,2.836358176,5.7,0,0,1,0,62700,701,95,7.25,225.1,0
20221,290982.54,106.173735,7.375,4.64,189.82,2.836358176,5.7,0,0,1,0,325000,715,100,7.375,225.1,0
20220,87990.07,105.9329237,7.25,4.64,189.82,2.836358176,5.7,0,0,1,0,98500,742,100,7.25,225.1,0
20218,81782.56,47.77472424,7.125,4.64,189.82,2.836358176,5.7,0,0,1,0,142100,755,70,7.125,225.1,0
20216,97185.47,83.95482221,6.75,5.15,189.82,2.836358176,5.7,0,0,1,0,110400,702,80,6.75,226.29,0
20215,188445.67,95.77419538,6.625,4.86,189.82,2.836358176,5.7,0,0,1,0,215000,702,92.7,6.625,223.75,0
20209,178485.98,82.50589935,6.625,4.86,189.82,2.836358176,5.7,0,0,1,0,204000,641,80,6.625,223.75,0
20208,171792.44,82.65307939,6.625,4.86,189.82,2.836358176,5.7,0,0,0,1,196000,768,80,6.625,223.75,0
20207,79004.63,30.64495975,6.625,3.83,189.82,2.836358176,5.7,0,0,1,0,140000,721,72.5,6.625,142.18,0
20206,92086.82,23.98182968,6.625,4.71,189.82,2.836358176,5.7,0,0,1,0,350000,687,77.8,6.625,222.39,0
20205,79455.58,83.11236682,6.5,4.71,189.82,2.836358176,5.7,0,0,1,0,92963,750,83,6.5,222.39,0
20198,222891.59,80.34957928,6.74,4.71,189.82,2.836358176,5.7,0,0,1,0,260000,663,80,6.74,222.39,0
20197,213983.79,79.08514202,6.75,4.71,189.82,2.836358176,5.7,0,0,0,0,253600,674,80,6.75,222.39,0
20175,129367.92,13.16902506,5.625,3.83,189.82,2.836358176,5.7,0,0,1,0,449000,784,59.9,5.625,144.84,0
20168,435160.98,76.85454693,6.875,5.15,189.82,2.836358176,5.7,0,0,1,0,540000,657,80,6.875,226.29,0
20164,527024.9,70.15814218,6.5,5.15,189.82,2.836358176,5.7,0,1,0,0,600000,778,67,6.5,226.29,0
20159,449003.3,60.80667521,7.75,5.15,189.82,2.836358176,5.7,0,0,0,1,500000,728,56.8,7.75,226.29,0
20156,594985.33,93.94695311,6.125,5.15,189.82,2.836358176,5.7,0,0,1,0,604000,741,80,6.125,226.29,0
20154,479556.35,90.13864152,6.75,4.86,189.82,2.836358176,5.7,0,0,1,0,481000,646,76.7,6.75,223.75,0
20150,514480.22,84.43548062,6.625,4.86,189.82,2.836358176,5.7,0,0,1,0,520000,720,72.4,6.625,223.75,0
20145,608122.79,78.39916226,6.375,4.64,189.82,2.836358176,5.7,0,0,1,0,700000,670,76.1,6.375,225.1,0
20143,804972.95,66.97577948,6.375,4.64,189.82,2.836358176,5.7,0,0,1,0,925000,720,64.9,6.375,225.1,0
20130,175000,93.92013487,7.125,4.64,189.82,2.836358176,5.7,0,1,0,0,175000,688,79.2,7.125,225.1,0
20127,274387.81,50.05932424,6.375,4.64,189.82,2.836358176,5.7,0,1,0,0,520000,774,80,6.375,225.1,0
20126,1462601.55,72.26837901,6.625,4.64,189.82,2.836358176,5.7,0,0,1,0,1680000,686,70,6.625,225.1,0
20107,404806.02,87.3137378,4.5,4.39,189.82,2.836358176,5.7,0,1,0,0,433600,708,80,4.5,221.91,0
20105,262535.24,88.44605554,7.25,4.64,189.82,2.836358176,5.7,1,0,0,1,281600,726,80,7.25,225.1,0
20098,427673.18,58.93206645,5.875,4.64,189.82,2.836358176,5.7,0,0,1,0,500000,704,58.1,5.875,225.1,0
20097,457810.11,57.15802768,6.25,4.64,189.82,2.836358176,5.7,0,0,1,0,530000,692,55.8,6.25,225.1,0
20095,180450,94.8688231,7.25,4.64,189.82,2.836358176,5.7,0,0,1,0,180450,683,80,7.25,225.1,0
20093,243289.97,95.09282705,6.5,5.15,189.82,2.836358176,5.7,0,0,1,0,244000,757,80,6.5,226.29,0
20092,181138.6,67.48145249,6.5,5.15,189.82,2.836358176,5.7,1,0,0,1,208000,770,65,6.5,226.29,0
20086,259742.82,95.27601491,6.25,5.15,189.82,2.836358176,5.7,1,0,0,0,260000,780,80,6.25,226.29,0
20082,373548.77,76.17289545,5.75,5.15,189.82,2.836358176,5.7,0,0,1,1,380000,758,65,5.75,226.29,0
20072,112115.68,81.00387681,6.25,5.15,189.82,2.836358176,5.7,0,0,0,1,132000,734,80,6.25,226.29,0
20071,59581.05,88.78540067,6.25,5.15,189.82,2.836358176,5.7,0,0,1,1,72000,616,90,6.25,226.29,0
20070,94361.43,82.88849824,6.75,4.64,189.82,2.836358176,5.7,0,0,1,1,108000,781,80,6.75,225.1,0
20068,38545.44,34.30356969,6,4.64,189.82,2.836358176,5.7,0,1,0,0,106600,750,80,6,225.1,0
20066,38060.19,84.02346468,7.25,5.15,189.82,2.836358176,5.7,0,0,1,1,43200,684,80,7.25,226.29,0
20063,27455.65,70.24857912,7.625,4.39,189.82,2.836358176,5.7,0,0,0,1,33400,716,73.1,7.625,221.91,0
20060,226532.65,90.01874296,5.625,5.15,189.82,2.836358176,5.7,0,1,0,0,240000,740,80,5.625,226.29,0
20050,215367.4,79.44968651,5.875,5.15,189.82,2.836358176,5.7,0,0,1,0,254000,644,78.6,5.875,226.29,0
20046,244301.81,82.22623816,6.625,5.15,189.82,2.836358176,5.7,0,0,1,0,283000,667,79.9,6.625,226.29,0
20045,139962.42,80.57794178,6.375,5.15,189.82,2.836358176,5.7,0,0,1,0,164000,667,79.2,6.375,226.29,0
20039,186491.73,61.72021595,5.5,4.34,189.82,2.836358176,5.7,0,0,0,1,222561,646,64.5,5.5,216.77,0
20038,128872.37,68.29247095,6.375,5.15,189.82,2.836358176,5.7,0,0,0,1,150500,730,66.9,6.375,226.29,0
20033,254687.75,80.88656983,5.875,4.34,189.82,2.836358176,5.7,0,1,0,0,287300,783,79.9,5.875,216.77,0
20028,332506.29,81.57862096,6.375,5.15,189.82,2.836358176,5.7,0,0,1,0,388720,788,80,6.375,226.29,0
20026,391938.72,91.34384705,6.625,4.34,189.82,2.836358176,5.7,0,0,1,0,392000,670,80,6.625,216.77,0
19812,319737.27,67.9618946,2,4.39,189.82,2.836358176,5.7,0,1,0,0,385000,602,70,2,221.91,0
19811,304444.27,57.4617448,2,4.39,189.82,2.836358176,5.7,0,0,1,0,345000,718,55.7,0,221.91,0
19810,113239.7,98.06179666,7.75,4.39,189.82,2.836358176,5.7,0,0,0,0,128250,630,95,7.75,221.91,0
19806,158214.55,68.35890198,6.75,5.15,189.82,2.836358176,5.7,0,0,1,1,181000,739,65.6,6.75,226.29,0
19799,121978.74,84.5777829,3.375,4.86,189.82,2.836358176,5.7,0,0,1,0,136000,724,80,0,223.75,0
19794,64024.44,69.04730012,6.25,4.86,189.82,2.836358176,5.7,0,1,0,1,87440,739,80,6.25,223.75,0
19791,119134.94,64.41748007,4.25,4.86,189.82,2.836358176,5.7,0,0,1,0,174400,659,80,4.25,223.75,0
19790,138400,94.29986303,6.25,4.86,189.82,2.836358176,5.7,0,0,1,0,138400,672,80,6.25,223.75,0
19787,112358.64,79.12856505,6.25,4.39,189.82,2.836358176,5.7,0,0,1,1,132800,713,80,6.25,221.91,0
19765,322897.81,68.78197953,5.75,5.15,189.82,2.836358176,5.7,0,0,0,0,380000,679,67.9,5.75,226.29,0
19763,112224.28,74.3026095,6.625,5.15,189.82,2.836358176,5.7,0,0,1,0,130000,669,72.2,6.625,226.29,0
19745,89246.24,93.10138261,6.625,5.15,189.82,2.836358176,5.7,0,0,1,0,89250,724,78.1,6.625,226.29,0
19742,52423.53,56.87102386,7,5.15,189.82,2.836358176,5.7,0,1,0,0,60000,685,54.6,7,226.29,0
19740,66093.35,77.13606253,7,4.86,189.82,2.836358176,5.7,0,0,0,1,75750,717,75,7,223.75,0
19737,190332.23,79.61426121,3,5.15,189.82,2.836358176,5.7,0,0,1,0,228000,631,80,3,226.29,0
19733,221997.71,71.00609264,5.625,5.15,189.82,2.836358176,5.7,0,0,1,0,265000,761,71.1,5.625,226.29,0
19731,267829.78,100.5125647,6.125,4.86,189.82,2.836358176,5.7,1,0,0,0,280800,661,89.4,6.125,223.75,0
19728,350426.88,91.18434543,7.625,4.86,189.82,2.836358176,5.7,0,0,1,0,357870,668,79,7.625,223.75,0
19727,136347.41,74.75315167,5.75,4.86,189.82,2.836358176,5.7,0,1,0,0,161250,730,75,5.75,223.75,0
19724,131449.92,63.27809744,6.375,4.86,189.82,2.836358176,5.7,0,0,1,1,155000,691,63.3,6.375,223.75,0
19712,309112.98,80.293288,6.5,4.39,189.82,2.836358176,5.7,0,0,0,0,359600,671,79.9,6.5,221.91,0
19697,124402.83,93.82821758,5.875,4.39,189.82,2.836358176,5.7,0,0,1,0,147250,687,95,5.875,221.91,0
19695,171464.04,67.56661206,5.75,4.39,189.82,2.836358176,5.7,0,0,1,0,205000,701,69.1,5.75,221.91,0
19694,283471.81,80.82783093,4,4.39,189.82,2.836358176,5.7,0,1,0,0,328000,716,80,4,221.91,0
19687,102796.56,64.29105681,6.125,4.39,189.82,2.836358176,5.7,0,1,0,1,121500,721,65,6.125,221.91,0
19681,317645.3,59.89733569,6.5,4.39,189.82,2.836358176,5.7,0,0,0,1,397400,742,64.1,6.5,221.91,0
19678,172078.54,79.51354125,6.125,4.39,189.82,2.836358176,5.7,0,0,1,0,202400,760,80,6.125,221.91,0
19669,57439.4,78.89072363,6.5,4.39,189.82,2.836358176,5.7,0,0,1,0,68094,751,80,6.5,221.91,0
19667,185635.2,63.82294418,7,4.39,189.82,2.836358176,5.7,0,0,1,1,220000,687,64.7,7,221.91,0
19664,69340.2,62.38223985,6.25,4.34,189.82,2.836358176,5.7,0,0,1,0,82000,727,64.6,6.25,216.77,0
19661,141550,93.49136738,7.25,4.39,189.82,2.836358176,5.7,0,1,0,0,141600,684,80,7.25,221.91,0
19660,79163.35,67.80226267,6.375,4.34,189.82,2.836358176,5.7,0,0,0,1,93333,793,70,6.375,216.77,0
19659,50194.29,26.68658908,5.625,4.39,189.82,2.836358176,5.7,0,0,1,0,115000,655,52.3,5.625,221.91,0
19658,186831.69,77.58451632,6.5,4.34,189.82,2.836358176,5.7,0,0,1,0,220000,708,80,6.5,216.77,0
19657,89274.96,75.02288503,6.5,4.24,189.82,2.836358176,5.7,1,0,0,0,96000,728,80,6.5,191.42,0
